elapsed (s),x-axis (g),y-axis (g),z-axis (g),x-axis (T),y-axis (T),z-axis (T),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx)
32.343,-0.064,-0.002,1.005,,,,-0.244,0.183,0.183,
32.351,-0.065,-0.002,1.003,,,,-0.061,0.061,-0.183,
32.362,-0.064,-0.002,1.004,,,,-0.061,-0.122,-0.122,
32.372,-0.065,-0.002,1.004,,,,0,0.122,0.061,
32.382,-0.064,-0.001,1.004,,,,-0.122,0.366,0,
32.391,-0.063,-0.001,1.003,,,,0,0,-0.183,
32.401,-0.064,-0.002,1.003,,,,-0.061,-0.061,0.061,
32.412,-0.065,-0.001,1.005,,,,0.061,0.122,-0.183,
32.422,-0.066,-0.001,1.004,,,,0.183,0.244,-0.183,
32.432,-0.063,-0.002,1.002,,,,0,-0.061,-0.122,
32.441,-0.064,-0.001,1.004,,,,0,0.122,0.122,
32.451,-0.066,-0.003,1.003,,,,-0.244,0.122,-0.122,
32.461,-0.065,-0.003,1.005,,,,-0.061,-0.183,0.183,
32.472,-0.063,-0.003,1.003,,,,0,0,-0.122,
32.48,-0.065,-0.003,1.002,,,,-0.061,0.488,0,
32.491,-0.066,-0.003,1.003,,,,-0.061,0,0.061,
32.501,-0.065,-0.002,1.005,,,,0,0.061,-0.122,
32.511,-0.065,-0.002,1.003,,,,0.366,0.122,-0.183,
32.52,-0.064,-0.001,1.005,,,,0.305,0.122,0,
32.53,-0.063,-0.001,1.004,,,,0.427,0.122,-0.122,
32.54,-0.065,-0.001,1.003,,,,0.061,0.061,0,
32.551,-0.065,-0.002,1.004,,,,-0.122,0.061,0,
32.559,-0.065,-0.002,1.006,,,,-0.061,0.061,-0.244,
32.57,-0.064,-0.002,1.003,,,,0.427,0.061,0.183,
32.58,-0.064,0,1.003,,,,0.366,0.244,0.061,
32.59,-0.065,0,1.005,,,,-0.061,0.305,0.122,
32.599,-0.064,-0.002,1.005,,,,0.061,0.305,-0.061,
32.609,-0.065,-0.001,1.004,,,,0.244,0.122,-0.061,
32.62,-0.062,-0.001,1.001,,,,0.244,-0.122,0.366,
32.63,-0.063,-0.002,1.004,,,,0.305,0.305,0,
32.64,-0.064,-0.001,1.004,,,,0.061,0.122,-0.122,
32.649,-0.065,-0.002,1.003,,,,0.122,0.122,-0.183,
32.659,-0.065,-0.001,1.005,,,,0,0.244,-0.061,
32.669,-0.066,-0.001,1.005,,,,-0.366,0.122,-0.183,
32.68,-0.064,-0.002,1.003,,,,-0.122,0.061,0.122,
32.688,-0.065,-0.003,1.005,,,,0.061,-0.122,0.122,
32.699,-0.065,-0.002,1.006,,,,0.183,-0.061,-0.183,
32.709,-0.065,-0.002,1.006,,,,-0.122,0.061,0.061,
32.719,-0.065,-0.003,1.005,,,,-0.244,0.061,-0.061,
32.728,-0.066,-0.001,1.005,,,,0,-0.061,-0.061,
32.738,-0.065,0,1.004,,,,0.244,0.122,0.183,
32.748,-0.064,-0.002,1.003,,,,0.122,0.427,0.122,
32.759,-0.064,-0.001,1.004,,,,0.244,-0.061,-0.183,
32.767,-0.065,-0.002,1.004,,,,0.122,0.122,-0.061,
32.778,-0.064,-0.002,1.005,,,,0.244,-0.061,-0.061,
32.788,-0.064,-0.001,1.004,,,,-0.122,0.122,0,
32.798,-0.064,-0.003,1.003,,,,-0.305,0.061,0.122,
32.808,-0.065,-0.003,1.006,,,,-0.366,0.305,0,
32.817,-0.066,-0.001,1.005,,,,-0.244,0.244,-0.061,
32.828,-0.063,-0.002,1.005,,,,-0.122,0.244,-0.061,
32.838,-0.065,-0.002,1.004,,,,0.183,0.122,0.061,
32.848,-0.065,-0.003,1.004,,,,0.122,0.183,0.061,
32.857,-0.064,-0.001,1.003,,,,-0.061,0.244,0,
32.867,-0.066,-0.002,1.005,,,,0,0,0.061,
32.877,-0.062,-0.002,1.004,,,,0.427,0.122,0.061,
32.888,-0.064,-0.003,1.003,,,,0.061,-0.122,0.122,
32.896,-0.066,-0.002,1.005,,,,0.122,0.122,0.061,
32.907,-0.065,-0.002,1.004,,,,0.305,-0.061,-0.122,
32.917,-0.064,-0.004,1.003,,,,0.061,0,0.122,
32.927,-0.064,-0.001,1.002,,,,0.122,0.122,0.122,
32.936,-0.065,-0.001,1.003,,,,-0.122,0.183,0.061,
32.946,-0.064,0,1.006,,,,-0.061,-0.183,-0.061,
32.956,-0.064,-0.002,1.004,,,,-0.122,-0.122,-0.061,
32.967,-0.063,-0.002,1.004,,,,-0.244,-0.061,0.061,
32.975,-0.065,-0.002,1.007,,,,0.122,0.549,-0.183,
32.986,-0.062,-0.004,1.003,,,,-0.061,0.061,-0.122,
32.996,-0.064,-0.001,1.003,,,,-0.183,0.183,-0.244,
33.006,-0.066,0,1.004,,,,-0.183,0.061,-0.183,
33.017,-0.065,-0.003,1.004,,,,0.061,0.183,-0.061,
33.025,-0.066,-0.002,1.004,,,,0.183,0.183,-0.061,
33.036,-0.065,-0.002,1.004,,,,-0.122,0.061,-0.061,
33.046,-0.065,-0.001,1.004,,,,-0.061,0.183,-0.183,
33.056,-0.066,-0.001,1.004,,,,0,0.244,0,
33.065,-0.064,-0.001,1.004,,,,0.305,0.244,0,
33.075,-0.063,-0.001,1.005,,,,-0.061,0.183,-0.122,
33.085,-0.065,-0.001,1.004,,,,-0.183,0.305,-0.183,
33.096,-0.063,-0.002,1.004,,,,0,0.061,0.122,
33.104,-0.066,-0.002,1.006,,,,0,-0.061,-0.061,
33.115,-0.065,-0.002,1.003,,,,0,-0.122,-0.122,
33.125,-0.065,-0.003,1.004,,,,0.244,0,-0.061,
33.135,-0.065,-0.002,1.005,,,,-0.183,0.061,-0.061,
33.144,-0.065,-0.002,1.005,,,,0,0.122,0.061,
33.154,-0.064,0,1.004,,,,-0.549,0.061,-0.183,
33.164,-0.064,-0.002,1.003,,,,-0.122,-0.122,0.183,
33.175,-0.064,-0.002,1.004,,,,0.183,-0.122,0,
33.183,-0.065,-0.002,1.004,,,,-0.244,0.122,0.122,
33.194,-0.064,-0.001,1.003,,,,0.305,0.061,0,
33.204,-0.064,-0.002,1.005,,,,0.427,0.183,-0.061,
33.214,-0.065,-0.003,1.005,,,,0.061,-0.061,0,
33.225,-0.063,-0.003,1.005,,,,-0.061,0.244,0.061,
33.233,-0.064,-0.003,1.002,,,,-0.061,0.122,0.122,
33.244,-0.065,-0.002,1.004,,,,0.122,-0.244,0.122,
33.254,-0.064,-0.001,1.006,,,,-0.305,0.061,-0.122,
33.264,-0.063,-0.002,1.004,,,,-0.183,0.122,-0.061,
33.273,-0.065,-0.002,1.003,,,,0.122,0.122,0.183,
33.283,-0.065,-0.001,1.003,,,,0.122,0,0,
33.293,-0.064,-0.001,1.006,,,,-0.183,0.122,0.183,
33.304,-0.065,-0.002,1.005,,,,-0.305,0.183,-0.122,
33.312,-0.065,-0.002,1.005,,,,0.122,0,0.122,
33.323,-0.064,-0.001,1.004,,,,0.122,0.122,-0.183,
33.333,-0.065,-0.002,1.005,,,,0.488,0.061,0,
33.343,-0.064,0,1.005,,,,0.366,0.183,0,
33.352,-0.065,-0.002,1.004,,,,0.244,-0.061,0.427,
33.362,-0.065,-0.002,1.004,,,,0.122,0.122,0.061,
33.372,-0.064,-0.002,1.006,,,,0,0.244,0.122,
33.383,-0.063,-0.003,1.003,,,,0.183,0.122,-0.305,
33.392,-0.064,-0.002,1.004,,,,0.061,0.122,-0.122,
33.402,-0.065,-0.002,1.005,,,,-0.061,0.183,-0.061,
33.412,-0.064,-0.002,1.004,,,,0.122,0.061,0,
33.422,-0.066,0,1.003,,,,-0.061,0.671,-0.061,
33.433,-0.064,0,1.004,,,,0,0.061,0,
33.441,-0.064,-0.001,1.003,,,,-0.183,0.061,-0.122,
33.452,-0.063,-0.002,1.003,,,,-0.183,0.061,-0.061,
33.462,-0.063,-0.002,1.003,,,,-0.244,0.061,0,
33.472,-0.063,-0.002,1.005,,,,-0.183,0.183,-0.061,
33.481,-0.064,-0.002,1.005,,,,0.061,0.183,-0.122,
33.491,-0.064,0,1.005,,,,0.061,-0.061,-0.061,
33.501,-0.064,-0.001,1.005,,,,0.427,-0.061,0.061,
33.512,-0.064,-0.003,1.004,,,,0.061,0.122,-0.122,
33.52,-0.066,-0.002,1.004,,,,0.366,0.061,-0.183,
33.531,-0.066,-0.003,1.003,,,,0.122,0.183,-0.061,
33.541,-0.066,-0.002,1.004,,,,0,0.122,0.183,
33.551,-0.065,-0.003,1.005,,,,0,0.061,-0.061,
33.56,-0.064,-0.002,1.004,,,,0.183,0.061,-0.061,
33.57,-0.063,-0.003,1.005,,,,0.183,0.122,-0.122,
33.58,-0.063,-0.002,1.005,,,,0.061,0.183,0,
33.591,-0.065,-0.003,1.005,,,,0.061,-0.061,0.122,
33.6,-0.065,-0.003,1.006,,,,0.061,0.183,0.061,
33.61,-0.064,0,1.003,,,,0.061,0,-0.061,
33.62,-0.064,-0.001,1.002,,,,0.122,0,-0.061,
33.63,-0.065,-0.002,1.004,,,,0.122,0.183,-0.061,
33.641,-0.064,-0.003,1.005,,,,0.061,0.183,0.061,
33.649,-0.063,-0.002,1.006,,,,-0.122,-0.061,-0.061,
33.66,-0.064,-0.002,1.005,,,,-0.244,0.244,-0.122,
33.67,-0.064,-0.002,1.004,,,,0.244,0,0.183,
33.68,-0.065,-0.003,1.003,,,,-0.061,-0.061,0.122,
33.689,-0.064,-0.001,1.004,,,,0,-0.122,0.122,
33.699,-0.064,-0.002,1.004,,,,0.122,0.244,-0.061,
33.709,-0.064,-0.001,1.003,,,,-0.122,0.183,0,
33.72,-0.065,-0.001,1.003,,,,0,0.183,0.183,
33.728,-0.065,-0.002,1.005,,,,0.427,0.366,0.061,
33.739,-0.064,-0.002,1.004,,,,0.244,0.183,0.244,
33.749,-0.064,-0.002,1.005,,,,0.366,0.183,0,
33.759,-0.065,-0.004,1.006,,,,0.244,0.061,0,
33.768,-0.065,-0.003,1.005,,,,0.183,0.122,0.305,
33.778,-0.065,-0.002,1.003,,,,-0.061,0.122,0.183,
33.788,-0.065,-0.002,1.005,,,,0.122,-0.244,0.061,
33.799,-0.064,-0.001,1.004,,,,-0.122,0.244,0.183,
33.808,-0.064,-0.002,1.003,,,,-0.427,0.122,0,
33.818,-0.065,-0.001,1.003,,,,-0.305,0.244,0.061,
33.828,-0.066,-0.002,1.004,,,,-0.061,0,-0.061,
33.838,-0.065,-0.002,1.004,,,,0.061,0.122,0,
33.849,-0.064,-0.002,1.004,,,,0,0.061,0,
33.857,-0.064,0,1.005,,,,0.244,0.061,-0.061,
33.868,-0.063,-0.002,1.005,,,,0.183,0.183,-0.061,
33.878,-0.064,-0.002,1.004,,,,0.061,0.061,0.122,
33.888,-0.065,-0.001,1.003,,,,0.244,0.183,-0.122,
33.897,-0.065,0,1.004,,,,0,0,-0.061,
33.907,-0.064,0,1.003,,,,-0.427,0.366,0,
33.917,-0.066,-0.001,1.005,,,,-0.244,0.244,0,
33.928,-0.064,-0.001,1.006,,,,0.488,0.061,-0.061,
33.936,-0.064,-0.002,1.004,,,,0.671,-0.122,0.122,
33.947,-0.065,-0.002,1.004,,,,0.061,0.122,0.122,
33.957,-0.064,-0.001,1.004,,,,-0.854,0.244,-0.549,
33.967,-0.065,-0.002,1.004,,,,-0.549,0.366,-0.122,
33.977,-0.062,-0.002,1.005,,,,0,-0.061,0.244,
33.986,-0.063,-0.001,1.003,,,,0.305,0.061,-0.183,
33.996,-0.065,-0.001,1.002,,,,-0.122,0.244,-0.183,
34.007,-0.065,-0.003,1.005,,,,-0.366,0.366,-0.122,
34.016,-0.064,-0.002,1.003,,,,-0.183,0,0.244,
34.026,-0.064,-0.002,1.004,,,,0.305,-0.061,-0.061,
34.036,-0.064,-0.001,1.003,,,,0.549,0,0.061,
34.046,-0.065,-0.001,1.005,,,,0.122,0.061,0.122,
34.057,-0.064,-0.001,1.005,,,,-0.61,0.122,0.183,
34.065,-0.065,-0.003,1.004,,,,-0.183,0.305,0.183,
34.076,-0.064,-0.002,1.005,,,,0.305,0.061,0.244,
34.086,-0.064,0.001,1.004,,,,0.488,0.061,0.122,
34.096,-0.063,-0.001,1.001,,,,0.244,0.061,0.183,
34.105,-0.063,-0.002,1.004,,,,-0.061,-0.305,0.061,
34.115,-0.065,-0.001,1.004,,,,-0.427,0.244,-0.244,
34.125,-0.064,-0.002,1.004,,,,0.122,0.122,0.244,
34.136,-0.064,-0.001,1.003,,,,-0.122,0.305,-0.122,
34.144,-0.065,0,1.004,,,,0.183,0.122,0.061,
34.155,-0.065,-0.001,1.002,,,,0.305,0.305,0,
34.165,-0.065,-0.001,1.003,,,,0.305,0.122,0.061,
34.175,-0.064,-0.001,1.004,,,,0.427,-0.122,0.061,
34.184,-0.065,-0.002,1.005,,,,0.244,0.244,-0.061,
34.194,-0.064,-0.002,1.004,,,,0.244,0.122,-0.122,
34.204,-0.063,-0.002,1.005,,,,0,0.183,-0.488,
34.215,-0.064,-0.001,1.005,,,,0.305,0,0,
34.224,-0.064,-0.001,1.004,,,,0.122,-0.061,-0.061,
34.234,-0.065,-0.001,1.002,,,,0.061,0.122,0.183,
34.244,-0.065,-0.001,1.003,,,,0,0.122,0.122,
34.254,-0.065,-0.002,1.003,,,,0,0.122,-0.061,
34.265,-0.064,-0.002,1.004,,,,0.305,0.122,0.244,
34.273,-0.065,-0.002,1.004,,,,0.305,-0.061,-0.061,
34.284,-0.063,-0.001,1.004,,,,0.122,0.366,0,
34.294,-0.063,-0.001,1.005,,,,0.427,0.183,0.122,
34.304,-0.065,-0.003,1.005,,,,0.366,0.061,-0.183,
34.313,-0.064,-0.003,1.007,,,,-0.061,0.183,-0.061,
34.323,-0.065,-0.002,1.005,,,,-0.122,0.122,0.244,
34.333,-0.065,-0.001,1.004,,,,0,0.183,-0.366,
34.344,-0.064,-0.001,1.005,,,,0,0.183,0,
34.352,-0.064,0,1.003,,,,0.061,0.183,0.122,
34.363,-0.065,-0.002,1.003,,,,0.183,-0.061,0.244,
34.373,-0.065,-0.002,1.005,,,,-0.122,0.183,-0.122,
34.383,-0.065,-0.003,1.006,,,,-0.061,0.122,0,
34.392,-0.064,-0.003,1.003,,,,0,0.183,0.061,
34.402,-0.065,-0.003,1.003,,,,0.061,0.061,0,
34.413,-0.064,-0.001,1.003,,,,0.061,-0.122,-0.244,
34.423,-0.063,-0.002,1.003,,,,0.061,0,-0.183,
34.432,-0.065,-0.002,1.004,,,,-0.122,0.244,-0.122,
34.442,-0.066,-0.002,1.004,,,,0.122,0.122,0.122,
34.452,-0.063,0,1.006,,,,-0.366,0.122,-0.122,
34.462,-0.064,-0.001,1.004,,,,0.122,0.244,0,
34.473,-0.066,-0.001,1.003,,,,0.183,0.427,-0.061,
34.481,-0.064,0,1.006,,,,0,0,-0.244,
34.492,-0.063,-0.002,1.004,,,,-0.305,0.305,-0.305,
34.502,-0.063,-0.002,1.004,,,,0.122,0.183,-0.183,
34.512,-0.064,-0.002,1.006,,,,0.061,0.061,0.061,
34.521,-0.064,-0.002,1.005,,,,-0.305,0.183,-0.061,
34.531,-0.064,-0.002,1.004,,,,0,0.061,0,
34.541,-0.062,-0.001,1.006,,,,0.061,0,0.061,
34.552,-0.065,-0.002,1.005,,,,0.122,0.183,-0.061,
34.56,-0.064,-0.001,1.003,,,,0.061,0.061,0.122,
34.571,-0.063,-0.002,1.005,,,,-0.122,0,-0.366,
34.581,-0.064,-0.002,1.004,,,,-0.061,0.244,0.183,
34.591,-0.065,-0.002,1.006,,,,0.122,0.122,0,
34.6,-0.064,-0.003,1.004,,,,0.244,0.244,0,
34.61,-0.065,-0.001,1.005,,,,0.427,0.183,0,
34.621,-0.065,-0.002,1.006,,,,0.427,0,0.061,
34.631,-0.064,-0.002,1.005,,,,0.183,0.061,0.061,
34.64,-0.064,-0.003,1.005,,,,0,0.183,-0.183,
34.65,-0.063,-0.002,1.005,,,,0.244,-0.061,0,
34.66,-0.064,-0.002,1.005,,,,0.366,0.183,0,
34.67,-0.065,-0.001,1.003,,,,0.305,0.183,-0.183,
34.681,-0.065,-0.001,1.004,,,,0,-0.061,-0.061,
34.689,-0.065,0,1.003,,,,-0.427,0.122,-0.244,
34.7,-0.063,-0.001,1.004,,,,-0.244,0.366,-0.183,
34.71,-0.065,-0.001,1.003,,,,-0.183,0.061,0.122,
34.72,-0.065,0,1.004,,,,0.061,0,-0.183,
34.729,-0.066,-0.002,1.004,,,,0.244,-0.183,-0.244,
34.739,-0.065,-0.001,1.005,,,,0.183,0.305,-0.122,
34.749,-0.064,-0.002,1.005,,,,0.183,0.122,-0.305,
34.76,-0.064,-0.003,1.005,,,,0.183,0.061,0.122,
34.768,-0.064,-0.001,1.003,,,,0.183,0.183,0.061,
34.779,-0.063,0,1.004,,,,0.183,0.061,0.183,
34.789,-0.063,-0.002,1.004,,,,0.122,-0.061,0.183,
34.799,-0.067,-0.001,1.002,,,,-0.305,0.183,0.122,
34.808,-0.064,-0.002,1.004,,,,0.183,-0.122,0.061,
34.818,-0.065,-0.001,1.004,,,,0.183,0.244,-0.061,
34.829,-0.065,-0.003,1.004,,,,0.122,0.122,-0.122,
34.839,-0.065,-0.002,1.005,,,,-0.061,0.061,0,
34.848,-0.065,-0.001,1.004,,,,0.305,0,0,
34.858,-0.064,-0.003,1.004,,,,0.244,0.244,0.061,
34.868,-0.063,0,1.004,,,,0.671,0.183,0,
34.878,-0.065,-0.002,1.003,,,,0.244,0.183,-0.061,
34.889,-0.064,-0.002,1.005,,,,0,0.061,0.061,
34.897,-0.063,-0.001,1.006,,,,0.183,-0.061,0.122,
34.908,-0.064,-0.001,1.005,,,,0.305,-0.183,0.122,
34.918,-0.065,-0.002,1.003,,,,-0.183,0,0.122,
34.928,-0.063,0,1.004,,,,-0.549,0.061,0.061,
34.937,-0.063,-0.001,1.005,,,,-0.244,0.122,0.061,
34.947,-0.064,-0.002,1.004,,,,-0.061,0.122,0,
34.957,-0.064,-0.001,1.003,,,,0.244,0.183,-0.061,
34.968,-0.065,-0.001,1.005,,,,0.183,0,0.061,
34.976,-0.065,-0.002,1.005,,,,-0.244,0.061,0.244,
34.987,-0.065,0,1.005,,,,0.061,0.305,0,
34.997,-0.065,-0.001,1.004,,,,0.183,-0.427,0.427,
35.007,-0.063,-0.002,1.004,,,,-0.122,0.122,-0.122,
35.016,-0.065,-0.001,1.004,,,,-0.122,0.183,0,
35.026,-0.064,-0.001,1.004,,,,-0.122,0,0.122,
35.037,-0.064,-0.001,1.003,,,,-0.183,0.183,-0.061,
35.047,-0.063,-0.002,1.004,,,,0.122,0.488,0.305,
35.057,-0.066,-0.002,1.004,,,,0.061,0.488,-0.122,
35.066,-0.066,-0.002,1.003,,,,0.061,0.122,0.183,
35.076,-0.064,-0.001,1.004,,,,0.305,0.122,-0.183,
35.086,-0.064,-0.002,1.005,,,,-0.183,0.366,0.061,
35.097,-0.065,-0.002,1.005,,,,0.183,0.122,0.244,
35.105,-0.064,-0.001,1.004,,,,0.061,0.183,-0.061,
35.116,-0.064,-0.001,1.003,,,,-0.061,0,-0.366,
35.126,-0.065,-0.001,1.004,,,,0.122,0.061,0,
35.136,-0.064,-0.001,1.006,,,,-0.183,0.244,0,
35.145,-0.064,-0.001,1.005,,,,0.183,0.122,0.122,
35.155,-0.065,-0.001,1.004,,,,-0.183,0.122,-0.061,
35.165,-0.064,-0.001,1.003,,,,0.061,0.061,0,
35.176,-0.065,0,1.004,,,,0.122,0.488,-0.061,
35.184,-0.064,-0.001,1.005,,,,-0.122,0,0.061,
35.195,-0.064,-0.002,1.002,,,,0.061,0,-0.122,
35.205,-0.066,-0.003,1.005,,,,-0.122,0.244,-0.122,
35.215,-0.065,-0.001,1.005,,,,-0.061,0.122,0.061,
35.224,-0.064,0,1.004,,,,0,0.061,-0.183,
35.234,-0.064,-0.003,1.005,,,,0,0.183,0.061,
35.245,-0.066,-0.002,1.004,,,,0.122,0.183,0,
35.255,-0.064,-0.002,1.004,,,,0.183,-0.061,0.061,
35.265,-0.063,-0.003,1.004,,,,0.061,0.183,-0.244,
35.274,-0.065,-0.002,1.003,,,,0.122,0.183,0.305,
35.284,-0.064,-0.002,1.005,,,,-0.061,0.305,0,
35.294,-0.064,-0.001,1.005,,,,-0.061,0.244,-0.244,
35.305,-0.064,-0.001,1.004,,,,-0.061,-0.122,0.244,
35.313,-0.064,-0.002,1.003,,,,-0.122,-0.061,-0.122,
35.324,-0.064,0,1.004,,,,-0.244,0.366,-0.305,
35.334,-0.062,-0.001,1.003,,,,-0.061,-0.244,0.122,
35.344,-0.063,-0.002,1.003,,,,0.122,-0.122,-0.061,
35.353,-0.065,-0.001,1.004,,,,0.061,0.061,0.061,
35.363,-0.064,0,1.004,,,,0.244,0.244,-0.122,
35.373,-0.063,-0.002,1.004,,,,0.427,0,0.122,
35.384,-0.065,-0.001,1.004,,,,0.183,0,0,
35.392,-0.065,-0.001,1.004,,,,-0.122,0.122,0,
35.403,-0.065,-0.001,1.003,,,,0.061,-0.122,0.061,
35.413,-0.065,-0.001,1.005,,,,0.244,0.244,0.122,
35.423,-0.064,0,1.004,,,,0.061,0.244,0.122,
35.432,-0.063,0,1.004,,,,-0.854,0.183,0.061,
35.442,-0.064,0.001,1.007,,,,-0.61,0.183,-0.122,
35.453,-0.063,0.001,1.005,,,,-0.305,0.061,0.061,
35.463,-0.063,0.001,1.006,,,,0.183,0.183,0.122,
35.473,-0.065,0,1.006,,,,-0.061,0.427,-0.061,
35.482,-0.064,-0.002,1.006,,,,0.183,0.061,0.061,
35.492,-0.065,-0.002,1.003,,,,0.427,0.488,-0.122,
35.502,-0.063,-0.001,1.004,,,,-0.061,-0.061,-0.061,
35.513,-0.064,-0.001,1.004,,,,-0.183,0.061,0,
35.521,-0.065,-0.001,1.004,,,,0.244,0.427,0,
35.532,-0.063,-0.001,1.004,,,,0.305,0.122,0.122,
35.542,-0.064,0,1.005,,,,0.366,0.244,0.122,
35.552,-0.064,0,1.005,,,,0.122,-0.122,0.305,
35.561,-0.064,-0.001,1.005,,,,-0.183,0.061,0.061,
35.571,-0.066,-0.001,1.005,,,,-0.061,0.122,0.183,
35.581,-0.063,0,1.005,,,,-0.305,0.183,-0.305,
35.592,-0.064,-0.001,1.005,,,,-0.244,0.305,0,
35.6,-0.063,-0.001,1.004,,,,0.061,-0.122,-0.244,
35.611,-0.065,-0.001,1.005,,,,0.122,0.122,-0.122,
35.621,-0.064,-0.002,1.003,,,,0.183,-0.061,0.183,
35.631,-0.064,-0.001,1.005,,,,0.244,0,-0.122,
35.64,-0.064,-0.001,1.003,,,,0,0.183,0,
35.65,-0.064,-0.001,1.004,,,,-0.122,0,-0.122,
35.661,-0.064,-0.001,1.005,,,,0.061,0.061,0,
35.671,-0.065,0,1.004,,,,0.061,-0.061,0.122,
35.681,-0.065,0.001,1.003,,,,0.061,0,0.061,
35.69,-0.065,-0.001,1.004,,,,-0.122,0.122,0,
35.7,-0.066,-0.001,1.005,,,,-0.122,0.244,-0.305,
35.71,-0.064,-0.001,1.004,,,,0,-0.122,-0.183,
35.721,-0.065,-0.001,1.003,,,,0.061,0.183,0,
35.729,-0.064,0,1.002,,,,-0.061,0.122,0.183,
35.74,-0.063,-0.002,1.004,,,,0.061,-0.244,-0.122,
35.75,-0.065,-0.001,1.005,,,,-0.061,-0.061,0.061,
35.76,-0.065,0.001,1.002,,,,-0.427,0.122,-0.122,
35.769,-0.065,-0.001,1.003,,,,0.183,0.061,0.244,
35.779,-0.064,-0.001,1.004,,,,0.122,0.183,-0.183,
35.789,-0.063,0,1.004,,,,0.183,0.244,-0.122,
35.8,-0.064,-0.001,1.005,,,,0.244,0.122,0.183,
35.808,-0.066,-0.001,1.004,,,,0.183,-0.305,0.061,
35.819,-0.065,-0.001,1.005,,,,0.122,0.061,0.305,
35.829,-0.065,-0.002,1.003,,,,-0.061,0,-0.183,
35.839,-0.064,-0.003,1.005,,,,-0.427,0.488,-0.122,
35.848,-0.064,-0.002,1.003,,,,-0.366,0.061,0.122,
35.858,-0.064,-0.002,1.004,,,,-0.366,0.488,0,
35.869,-0.063,-0.001,1.005,,,,0,0.183,-0.122,
35.879,-0.063,-0.001,1.004,,,,0.061,0.122,0.061,
35.889,-0.064,-0.002,1.004,,,,0.549,0,0.061,
35.898,-0.064,-0.001,1.006,,,,0.366,0.061,0,
35.908,-0.064,-0.001,1.006,,,,0.427,0.183,0.061,
35.918,-0.064,-0.003,1.004,,,,0.366,0.244,0,
35.929,-0.065,-0.001,1.005,,,,-0.061,0.061,-0.122,
35.937,-0.063,0,1.003,,,,-0.183,0.061,-0.061,
35.948,-0.064,-0.001,1.004,,,,-0.183,0.366,-0.122,
35.958,-0.063,-0.001,1.003,,,,0.183,0.122,0,
35.968,-0.065,0,1.005,,,,0.183,0.244,-0.244,
35.977,-0.065,0,1.004,,,,-0.305,0.122,-0.122,
35.987,-0.064,0,1.004,,,,-0.183,0.244,-0.488,
35.997,-0.065,-0.001,1.005,,,,-0.183,0.244,0,
36.008,-0.064,0,1.005,,,,0.244,-0.183,0.183,
36.017,-0.063,0,1.003,,,,0,0.061,-0.122,
36.027,-0.063,-0.001,1.004,,,,-0.122,0.366,-0.122,
36.037,-0.065,-0.001,1.004,,,,-0.549,0.305,0.366,
36.047,-0.065,0,1.004,,,,-0.061,0.183,0,
36.056,-0.064,-0.001,1.005,,,,0.061,-0.183,0.061,
36.066,-0.064,-0.001,1.005,,,,0.061,0,-0.122,
36.077,-0.066,0,1.004,,,,0.366,0,0.122,
36.087,-0.064,-0.001,1.004,,,,0.244,-0.061,0,
36.097,-0.064,-0.002,1.004,,,,0.061,0.122,0.061,
36.106,-0.065,-0.002,1.004,,,,-0.183,0.305,-0.122,
36.116,-0.066,-0.001,1.003,,,,-0.122,0.122,0.183,
36.126,-0.064,-0.001,1.004,,,,-0.183,0.244,-0.061,
36.137,-0.064,-0.001,1.004,,,,0.061,0,0,
36.145,-0.064,-0.002,1.003,,,,-0.061,0.244,0,
36.156,-0.065,0,1.004,,,,-0.366,0,0,
36.166,-0.064,0,1.004,,,,-0.183,-0.061,-0.183,
36.176,-0.066,-0.001,1.006,,,,-0.183,0.305,-0.122,
36.185,-0.066,-0.001,1.003,,,,-0.244,0.183,0.305,
36.195,-0.064,0,1.004,,,,0.183,0.183,-0.061,
36.205,-0.063,0,1.003,,,,0.061,0.061,0.122,
36.216,-0.064,-0.002,1.004,,,,0.305,0,0,
36.225,-0.065,-0.003,1.004,,,,0.244,0.488,0,
36.235,-0.065,-0.002,1.005,,,,-0.183,0.244,-0.061,
36.245,-0.065,-0.001,1.005,,,,-0.305,-0.061,0.061,
36.255,-0.065,-0.001,1.005,,,,-0.183,0.427,0.061,
36.264,-0.064,-0.001,1.005,,,,0.061,0.122,-0.122,
36.274,-0.065,0,1.004,,,,-0.366,0.061,0.244,
36.285,-0.065,-0.002,1.005,,,,-0.061,0.244,-0.061,
36.295,-0.064,0,1.004,,,,0.061,0.305,0.122,
36.305,-0.065,0,1.004,,,,0.061,0.183,-0.122,
36.314,-0.064,-0.001,1.005,,,,-0.122,-0.122,0.061,
36.324,-0.065,0,1.004,,,,0,0.305,0,
36.334,-0.065,-0.003,1.006,,,,0,0.305,-0.061,
36.345,-0.066,-0.002,1.007,,,,-0.183,-0.061,0.122,
36.353,-0.063,-0.002,1.005,,,,-0.122,0.183,0,
36.364,-0.064,-0.001,1.004,,,,0.061,0.305,-0.183,
36.374,-0.062,-0.002,1.003,,,,0.061,-0.122,0,
36.384,-0.065,0,1.004,,,,-0.122,0.122,0.183,
36.393,-0.064,-0.002,1.004,,,,-0.122,0.549,-0.122,
36.403,-0.065,-0.003,1.003,,,,-0.122,0.122,0.061,
